Geom;DIAMETER_MM;INSTALLATION_DATE;LINING_MATERIAL;MATERIAL;geo_point_2d
"{""coordinates"": [[-123.15097958824886, 49.257164976904264], [-123.15084833755581, 49.257162809587186]], ""type"": ""LineString""}";1200;1963-01-01;blank;Steel;49.257163893245725, -123.15091396290234
"{""coordinates"": [[-123.117992720404, 49.20966764093431], [-123.11738905673062, 49.20991792030136], [-123.11735210033598, 49.2099602357189], [-123.11734626366362, 49.21010461605805]], ""type"": ""LineString""}";900;;blank;<blank>;49.20984294339166, -123.11761201490378
"{""coordinates"": [[-123.15458947801615, 49.24091374504133], [-123.1542604978309, 49.24115121846046]], ""type"": ""LineString""}";800;1940-01-01;blank;Steel;49.24103248175089, -123.15442498792353
"{""coordinates"": [[-123.20916408869397, 49.25839704854], [-123.20637833454713, 49.25836484495379]], ""type"": ""LineString""}";450;1936-01-01;blank;Steel;49.2583809467469, -123.20777121162055
"{""coordinates"": [[-123.12808142796368, 49.23780370420493], [-123.12808140586668, 49.23779515874441]], ""type"": ""LineString""}";750;1967-01-01;Coal Tar;Steel;49.23779943147467, -123.12808141691517
"{""coordinates"": [[-123.12421219302237, 49.20728497755822], [-123.12420532032154, 49.20727622353147]], ""type"": ""LineString""}";450;1978-01-01;Cement Lined;Ductile Iron;49.20728060054485, -123.12420875667195
"{""coordinates"": [[-123.12416540733804, 49.207242219252095], [-123.12418043854947, 49.207235924377116]], ""type"": ""LineString""}";850;1953-01-01;blank;<blank>;49.207239071814605, -123.12417292294376
"{""coordinates"": [[-123.12418043854947, 49.207235924377116], [-123.12420777191903, 49.20722454292549]], ""type"": ""LineString""}";850;1953-01-01;blank;<blank>;49.2072302336513, -123.12419410523425
"{""coordinates"": [[-123.13810484652736, 49.29372251908442], [-123.13811132953222, 49.293714586600046]], ""type"": ""LineString""}";1200;1939-01-01;blank;Steel;49.293718552842236, -123.13810808802978
"{""coordinates"": [[-123.13809836352044, 49.29373045156843], [-123.13810484652736, 49.29372251908442]], ""type"": ""LineString""}";1500;1939-01-01;blank;Steel;49.29372648532642, -123.1381016050239
"{""coordinates"": [[-123.14043032545175, 49.20860484430467], [-123.14041989473193, 49.20860611632674], [-123.14040273918957, 49.2086082960517], [-123.1403854458431, 49.208610296035694], [-123.14036815249521, 49.20861229601711], [-123.1403508586367, 49.2086141160907], [-123.14033342722901, 49.20861584637585], [-123.14031613311342, 49.20861757649161], [-123.14029870119427, 49.20861912686627], [-123.14028126901955, 49.20862058728567], [-123.14026383684377, 49.20862204770246], [-123.14025875800989, 49.2086224136815]], ""type"": ""LineString""}";450;1961-01-01;Cement Lined;Cast Iron;49.20861436563894, -123.14034461712535
"{""coordinates"": [[-123.13460696365325, 49.20856654007597], [-123.13473303169002, 49.20856839904305]], ""type"": ""LineString""}";450;1961-01-01;Cement Lined;Cast Iron;49.20856746955951, -123.13466999767164
"{""coordinates"": [[-123.10806990024241, 49.23732368006043], [-123.10804654702989, 49.237323791856795]], ""type"": ""LineString""}";500;1927-01-01;blank;Steel;49.23732373595861, -123.10805822363614
"{""coordinates"": [[-123.1293834001725, 49.241555006425635], [-123.12512126986006, 49.241378114195115]], ""type"": ""LineString""}";1200;1946-01-01;blank;Steel;49.24146656031037, -123.12725233501628
"{""coordinates"": [[-123.12492405247926, 49.20841719412581], [-123.12432407207073, 49.208408045590126]], ""type"": ""LineString""}";450;1961-01-01;Cement Lined;Cast Iron;49.20841261985797, -123.12462406227498
"{""coordinates"": [[-123.12423208207346, 49.208406615365774], [-123.12423245991992, 49.20839303206666]], ""type"": ""LineString""}";450;1961-01-01;Cement Lined;Cast Iron;49.20839982371623, -123.1242322709967
"{""coordinates"": [[-123.13742011244838, 49.29399464740278], [-123.13749230132278, 49.293989344342435]], ""type"": ""LineString""}";750;1938-01-01;blank;Steel;49.29399199587261, -123.13745620688559
"{""coordinates"": [[-123.1338139146766, 49.25982138954011], [-123.13312257068128, 49.25981077324552]], ""type"": ""LineString""}";450;1961-01-01;blank;Cast Iron;49.259816081392806, -123.13346824267893
"{""coordinates"": [[-123.1195828823749, 49.279106120282165], [-123.11937081834031, 49.27896917201542]], ""type"": ""LineString""}";750;1983-01-01;blank;Concrete;49.279037646148794, -123.11947685035761
"{""coordinates"": [[-123.17838702757219, 49.24238336470438], [-123.17570590271868, 49.242372694360576]], ""type"": ""LineString""}";600;;CENT;Steel;49.242378029532475, -123.17704646514541
"{""coordinates"": [[-123.07533278832584, 49.27144548710774], [-123.07537193359556, 49.269528846580315]], ""type"": ""LineString""}";750;1989-01-01;blank;Concrete;49.27048716684403, -123.0753523609607
"{""coordinates"": [[-123.06203901568134, 49.23033356533832], [-123.06204261963774, 49.23018422415149]], ""type"": ""LineString""}";1500;1998-01-01;Epoxy;Steel;49.23025889474491, -123.06204081765954
"{""coordinates"": [[-123.05923200739824, 49.22941152263819], [-123.05923217376028, 49.22940132193039]], ""type"": ""LineString""}";450;1998-01-01;Epoxy;Steel;49.229406422284285, -123.05923209057926
"{""coordinates"": [[-123.13066307904599, 49.29052464054258], [-123.13065463450624, 49.290519154044844]], ""type"": ""LineString""}";450;1950-01-01;blank;Cast Iron;49.290521897293715, -123.13065885677611
"{""coordinates"": [[-123.13067547730154, 49.29053272217147], [-123.13113468820781, 49.29023220421291]], ""type"": ""LineString""}";750;1950-01-01;Coal Tar;Steel;49.29038246319219, -123.1309050827547
"{""coordinates"": [[-123.13500753313977, 49.227236196671484], [-123.13490156419327, 49.230351253709486]], ""type"": ""LineString""}";500;1936-01-01;CENT;Steel;49.228793725190485, -123.13495454866651
"{""coordinates"": [[-123.12748314576443, 49.203537588696705], [-123.12598269175177, 49.202013298963976]], ""type"": ""LineString""}";1050;1967-01-01;blank;<blank>;49.20277544383034, -123.12673291875811
"{""coordinates"": [[-123.12778873256862, 49.203874098037964], [-123.12770889446581, 49.20378514186003]], ""type"": ""LineString""}";1050;1967-01-01;blank;<blank>;49.203829619949, -123.12774881351721
"{""coordinates"": [[-123.12770889446581, 49.20378514186003], [-123.12756436958647, 49.203626543503866]], ""type"": ""LineString""}";1050;1967-01-01;blank;Concrete;49.20370584268195, -123.12763663202614
"{""coordinates"": [[-123.0753871048534, 49.26878603137373], [-123.07538966204196, 49.26866000699744]], ""type"": ""LineString""}";750;1989-01-01;blank;Concrete;49.268723019185586, -123.07538838344769
"{""coordinates"": [[-123.12167335770849, 49.28047207804324], [-123.12150837555265, 49.28036403962883]], ""type"": ""LineString""}";750;1983-01-01;blank;Concrete;49.28041805883604, -123.12159086663057
"{""coordinates"": [[-123.12373775507879, 49.259660082972964], [-123.1221189910069, 49.25963365026115]], ""type"": ""LineString""}";450;1961-01-01;blank;Cast Iron;49.25964686661706, -123.12292837304284
"{""coordinates"": [[-123.1211060392169, 49.259617031879166], [-123.12097618547892, 49.25961498208089]], ""type"": ""LineString""}";450;1961-01-01;blank;Cast Iron;49.259616006980025, -123.12104111234792
"{""coordinates"": [[-123.07121444862125, 49.208926178810266], [-123.07118759425826, 49.211135447233886]], ""type"": ""LineString""}";400;1977-01-01;Cement Lined;Ductile Iron;49.21003081302207, -123.07120102143973
"{""coordinates"": [[-123.1556208084747, 49.22721656323805], [-123.15562145381998, 49.227194640906596]], ""type"": ""LineString""}";450;1998-01-01;Cement Lined;Ductile Iron;49.22720560207233, -123.15562113114734
"{""coordinates"": [[-123.15541998797413, 49.22721402707689], [-123.15537856119508, 49.22719978932881]], ""type"": ""LineString""}";450;1998-01-01;Cement Lined;Ductile Iron;49.227206908202845, -123.1553992745846
"{""coordinates"": [[-123.14151516071908, 49.27760156128204], [-123.14281096942484, 49.2773674054756]], ""type"": ""LineString""}";1950;1971-01-01;blank;Steel;49.27748448337882, -123.14216306507197
"{""coordinates"": [[-123.14393092305644, 49.27692974031027], [-123.1440449315905, 49.276894517012174]], ""type"": ""LineString""}";1200;;blank;Steel;49.27691212866122, -123.14398792732348
"{""coordinates"": [[-123.14294568269695, 49.28455263420646], [-123.14202095937992, 49.283119034848085]], ""type"": ""LineString""}";1500;1939-01-01;blank;Steel;49.283835834527274, -123.14248332103844
"{""coordinates"": [[-123.1200846955342, 49.25879798632273], [-123.11784852087663, 49.258755735566616]], ""type"": ""LineString""}";600;1998-01-01;Cement Lined;Ductile Iron;49.25877686094468, -123.11896660820543
"{""coordinates"": [[-123.1282967279479, 49.25970685097931], [-123.12822553335138, 49.25970567068392]], ""type"": ""LineString""}";450;1961-01-01;blank;Cast Iron;49.25970626083162, -123.12826113064963
"{""coordinates"": [[-123.18519906422911, 49.23480732547329], [-123.18444294383075, 49.23480705994363]], ""type"": ""LineString""}";450;1967-01-01;Cement Lined;Cast Iron;49.23480719270846, -123.18482100402991
"{""coordinates"": [[-123.05411371381594, 49.2059970000565], [-123.05408474884435, 49.20599926244642]], ""type"": ""LineString""}";400;1990-01-01;Cement Lined;Ductile Iron;49.20599813125146, -123.05409923133014
"{""coordinates"": [[-123.13233731477368, 49.284595305234085], [-123.13229888099703, 49.284620535732095]], ""type"": ""LineString""}";450;1969-01-01;Cement Lined;Ductile Iron;49.28460792048309, -123.13231809788536
"{""coordinates"": [[-123.17570590271868, 49.242372694360576], [-123.17294022952144, 49.242361620638185]], ""type"": ""LineString""}";600;;CENT;Steel;49.24236715749939, -123.17432306612005
"{""coordinates"": [[-123.12906311366092, 49.25971918440506], [-123.1282967279479, 49.25970685097931]], ""type"": ""LineString""}";450;1961-01-01;blank;Cast Iron;49.25971301769219, -123.12867992080442
"{""coordinates"": [[-123.13057495773954, 49.29059836557494], [-123.13061369430962, 49.29062319342872]], ""type"": ""LineString""}";600;1928-01-01;blank;Steel;49.29061077950183, -123.13059432602459
"{""coordinates"": [[-123.13053944465722, 49.29057560295463], [-123.13057495773954, 49.29059836557494]], ""type"": ""LineString""}";600;1928-01-01;blank;Steel;49.29058698426479, -123.13055720119836
"{""coordinates"": [[-123.1328025660149, 49.28426418980544], [-123.13236401852949, 49.28455434660495]], ""type"": ""LineString""}";450;1969-01-01;Cement Lined;Ductile Iron;49.284409268205195, -123.13258329227217
"{""coordinates"": [[-123.12653972300005, 49.259705568358235], [-123.12653147689926, 49.25970557738924]], ""type"": ""LineString""}";450;1961-01-01;blank;Cast Iron;49.25970557287374, -123.12653559994966
"{""coordinates"": [[-123.14803377896777, 49.26727665266912], [-123.14805808222363, 49.26727697234207], [-123.14805543079757, 49.267364750923804]], ""type"": ""LineString""}";400;1993-01-01;Cement Lined;Ductile Iron;49.26731131300771, -123.14805440975346
"{""coordinates"": [[-123.09676528643296, 49.240338986251395], [-123.0955384300298, 49.24031904844206], [-123.09346529204083, 49.240285240071806]], ""type"": ""LineString""}";450;1963-01-01;Cement Lined;Cast Iron;49.24031213500215, -123.09511528888136
"{""coordinates"": [[-123.11885788191266, 49.20926692221735], [-123.11884563854112, 49.2093141600958]], ""type"": ""LineString""}";900;;blank;<blank>;49.20929054115658, -123.11885176022689
"{""coordinates"": [[-123.16838514592443, 49.234762345228624], [-123.16774089485384, 49.23476131252724]], ""type"": ""LineString""}";500;1972-01-01;Cement Lined;Ductile Iron;49.234761828877936, -123.16806302038913
"{""coordinates"": [[-123.167643453629, 49.23478754920555], [-123.16753915007041, 49.234815585809585]], ""type"": ""LineString""}";500;1972-01-01;Cement Lined;Ductile Iron;49.23480156750757, -123.16759130184971
"{""coordinates"": [[-123.1674931234387, 49.23481295397511], [-123.16740520787896, 49.23481263164513]], ""type"": ""LineString""}";500;1972-01-01;Cement Lined;Ductile Iron;49.23481279281012, -123.16744916565884
"{""coordinates"": [[-123.11884563854112, 49.2093141600958], [-123.117992720404, 49.20966764093431]], ""type"": ""LineString""}";900;;blank;<blank>;49.20949090051506, -123.11841917947257
"{""coordinates"": [[-123.16734386567656, 49.230926751325086], [-123.16738168404517, 49.227431479077914]], ""type"": ""LineString""}";500;1975-01-01;Cement Lined;Ductile Iron;49.22917911520151, -123.16736277486086
"{""coordinates"": [[-123.13490144177992, 49.230356740960666], [-123.13489635666193, 49.23050193038352]], ""type"": ""LineString""}";500;1936-01-01;CENT;Steel;49.23042933567209, -123.13489889922093
"{""coordinates"": [[-123.0698473904736, 49.26358766040641], [-123.06984444413756, 49.2637399420062]], ""type"": ""LineString""}";400;1989-01-01;Cement Lined;Ductile Iron;49.263663801206306, -123.06984591730557
"{""coordinates"": [[-123.05981947901631, 49.22940539099499], [-123.05931131471704, 49.229412084628926], [-123.05928966796998, 49.22941193382634]], ""type"": ""LineString""}";1500;1998-01-01;Epoxy;Steel;49.229408871465765, -123.05955457414174
"{""coordinates"": [[-123.17852223080591, 49.23479093161198], [-123.17669521932933, 49.234783692823996]], ""type"": ""LineString""}";500;1972-01-01;Cement Lined;Ductile Iron;49.23478731221799, -123.17760872506761
"{""coordinates"": [[-123.11680357581938, 49.24087921274963], [-123.11719211591762, 49.24111434167904]], ""type"": ""LineString""}";1500;1969-01-01;blank;Steel;49.240996777214335, -123.1169978458685
"{""coordinates"": [[-123.11578777649495, 49.240913562681904], [-123.11575630686114, 49.240903888352335]], ""type"": ""LineString""}";1200;1967-01-01;blank;Steel;49.240908725517116, -123.11577204167804
"{""coordinates"": [[-123.11564348993466, 49.24106367587552], [-123.11560109020543, 49.24102701772417]], ""type"": ""LineString""}";600;;blank;<blank>;49.24104534679985, -123.11562229007004
"{""coordinates"": [[-123.11431308930558, 49.24170441767845], [-123.11564348993466, 49.24106367587552]], ""type"": ""LineString""}";1200;;blank;<blank>;49.24138404677699, -123.11497828962013
"{""coordinates"": [[-123.12425492993347, 49.20764598472905], [-123.12426382860883, 49.20735103743656]], ""type"": ""LineString""}";450;1961-01-01;Cement Lined;Cast Iron;49.207498511082804, -123.12425937927117
"{""coordinates"": [[-123.12315142307187, 49.2074790894691], [-123.12219199877558, 49.20787048619068]], ""type"": ""LineString""}";900;1971-01-01;blank;<blank>;49.20767478782989, -123.12267171092373
"{""coordinates"": [[-123.14097764013212, 49.20857351264004], [-123.14096897634613, 49.20857331632222], [-123.14093918219851, 49.20857281296268], [-123.14090952611151, 49.208572579285836], [-123.14087973375392, 49.208572705579336], [-123.14085007922594, 49.20857302059826], [-123.1408202878898, 49.20857350668694], [-123.14079063489343, 49.208574361406356], [-123.14076098238121, 49.20857538702814], [-123.140731330889, 49.208576772452844], [-123.14070167990562, 49.20857833777516], [-123.14067202968593, 49.208580172947755], [-123.14064251752268, 49.20858227780347], [-123.14061300586708, 49.2085845625569], [-123.14058363252211, 49.20858720694619], [-123.14055412239077, 49.20859003140034], [-123.14052475031407, 49.208593125537796], [-123.14049551629155, 49.20859648935867], [-123.14046628302953, 49.208600123030024], [-123.14043032545175, 49.20860484430467]], ""type"": ""LineString""}";450;1961-01-01;Cement Lined;Cast Iron;49.208581902177826, -123.14070356715888
"{""coordinates"": [[-123.12424654561015, 49.20792707869978], [-123.12425455322553, 49.2076600177935]], ""type"": ""LineString""}";450;1961-01-01;Cement Lined;Cast Iron;49.20779354824664, -123.12425054941785
"{""coordinates"": [[-123.12455668363147, 49.20707825451849], [-123.12457958695586, 49.20706869480525]], ""type"": ""LineString""}";850;1953-01-01;blank;<blank>;49.20707347466187, -123.12456813529366
"{""coordinates"": [[-123.07708026332114, 49.27992142486491], [-123.07707751340918, 49.279921372728175]], ""type"": ""LineString""}";650;1914-01-01;CENT;Steel;49.279921398796546, -123.07707888836515
