DIAMETER_MM;INSTALLATION_DATE;MATERIAL;Geom;geo_point_2d
150;1952-01-01;Cast Iron;"{""coordinates"": [[-123.1272545637249, 49.25783922971659], [-123.12715265713378, 49.257843767559585]], ""type"": ""LineString""}";49.257841498638086, -123.12720361042935
200;;Cast Iron;"{""coordinates"": [[-123.09008658149334, 49.246218618980365], [-123.09009341497932, 49.245972054322095]], ""type"": ""LineString""}";49.24609533665123, -123.09008999823632
150;1964-01-01;Cast Iron;"{""coordinates"": [[-123.09905687873753, 49.24816819756406], [-123.09905857751784, 49.24812447929033]], ""type"": ""LineString""}";49.2481463384272, -123.0990577281277
200;;Cast Iron;"{""coordinates"": [[-123.09003884794228, 49.24789526834668], [-123.09004860348762, 49.24764592195959]], ""type"": ""LineString""}";49.247770595153135, -123.09004372571495
300;1952-01-01;Cast Iron;"{""coordinates"": [[-123.1265822766711, 49.25783153971188], [-123.12656990752825, 49.25783137335851]], ""type"": ""LineString""}";49.2578314565352, -123.12657609209967
150;1959-01-01;Cast Iron;"{""coordinates"": [[-123.12656990752825, 49.25783137335851], [-123.12655685054642, 49.257830937900785]], ""type"": ""LineString""}";49.25783115562965, -123.12656337903734
150;1959-01-01;Cast Iron;"{""coordinates"": [[-123.12420464535847, 49.25778513223091], [-123.1241963991255, 49.257784961191184]], ""type"": ""LineString""}";49.25778504671105, -123.12420052224198
150;1911-01-01;Cast Iron;"{""coordinates"": [[-123.0855582273181, 49.254436591594626], [-123.08558294349858, 49.253701942657756]], ""type"": ""LineString""}";49.25406926712619, -123.08557058540835
300;1963-01-01;Cast Iron;"{""coordinates"": [[-123.056602209862, 49.285787203992065], [-123.05660246710497, 49.285747652105016]], ""type"": ""LineString""}";49.285767428048544, -123.05660233848349
150;1975-01-01;Ductile Iron;"{""coordinates"": [[-123.13803660985319, 49.29175441419616], [-123.13803139348393, 49.29175783858924]], ""type"": ""LineString""}";49.2917561263927, -123.13803400166856
150;1975-01-01;Ductile Iron;"{""coordinates"": [[-123.13803139348393, 49.29175783858924], [-123.13803916400475, 49.29176290257949]], ""type"": ""LineString""}";49.29176037058437, -123.13803527874434
150;1995-01-01;Ductile Iron;"{""coordinates"": [[-123.10170031299108, 49.228504264490944], [-123.10165126380622, 49.22850332717887]], ""type"": ""LineString""}";49.22850379583491, -123.10167578839865
150;1985-01-01;Ductile Iron;"{""coordinates"": [[-123.11516019124247, 49.259408143670754], [-123.1151310539271, 49.25940763299631]], ""type"": ""LineString""}";49.25940788833353, -123.11514562258478
200;1991-01-01;Ductile Iron;"{""coordinates"": [[-123.11038385617259, 49.28382366528519], [-123.11039580138582, 49.283815828071894]], ""type"": ""LineString""}";49.283819746678546, -123.1103898287792
400;1966-01-01;Steel;"{""coordinates"": [[-123.10151077689676, 49.281448366950045], [-123.10086698316532, 49.28143626551083]], ""type"": ""LineString""}";49.28144231623044, -123.10118888003103
200;1946-01-01;Cast Iron;"{""coordinates"": [[-123.10806329484592, 49.233105723335086], [-123.10806628501389, 49.23303447812753]], ""type"": ""LineString""}";49.23307010073131, -123.10806478992988
200;1947-01-01;Cast Iron;"{""coordinates"": [[-123.11590131611678, 49.28529502757125], [-123.11583559816549, 49.28525240237919]], ""type"": ""LineString""}";49.28527371497522, -123.11586845714113
200;1947-01-01;Cast Iron;"{""coordinates"": [[-123.11583559816549, 49.28525240237919], [-123.11582389224186, 49.285244768216366]], ""type"": ""LineString""}";49.285248585297786, -123.11582974520368
200;1947-01-01;Cast Iron;"{""coordinates"": [[-123.11582389224186, 49.285244768216366], [-123.11577638000075, 49.28521378248437]], ""type"": ""LineString""}";49.28522927535037, -123.11580013612131
300;1946-01-01;Cast Iron;"{""coordinates"": [[-123.13723204759758, 49.279420984189514], [-123.13739038469977, 49.2795805954537]], ""type"": ""LineString""}";49.27950078982161, -123.13731121614867
150;1909-01-01;Cast Iron;"{""coordinates"": [[-123.13451936001836, 49.260762477050655], [-123.13398001526105, 49.26075399158941]], ""type"": ""LineString""}";49.260758234320036, -123.13424968763971
150;;Cast Iron;"{""coordinates"": [[-123.10415345501409, 49.281511383129676], [-123.10405635094541, 49.28150928478608]], ""type"": ""LineString""}";49.28151033395788, -123.10410490297974
150;;Cast Iron;"{""coordinates"": [[-123.1057744044679, 49.28179224234949], [-123.10574188760575, 49.28178633529316]], ""type"": ""LineString""}";49.28178928882133, -123.10575814603682
300;1931-01-01;Cast Iron;"{""coordinates"": [[-123.14194227901427, 49.27057532518123], [-123.14183117111793, 49.270572466218816]], ""type"": ""LineString""}";49.270573895700025, -123.1418867250661
300;1931-01-01;Cast Iron;"{""coordinates"": [[-123.14176914412731, 49.270571588849315], [-123.14149838438148, 49.27056896132402]], ""type"": ""LineString""}";49.27057027508667, -123.14163376425438
100;1969-01-01;Ductile Iron;"{""coordinates"": [[-123.11940709082604, 49.28312758793608], [-123.12017310040433, 49.2826217056826]], ""type"": ""LineString""}";49.28287464680934, -123.11979009561517
100;;Cast Iron;"{""coordinates"": [[-123.12021916953152, 49.27731316966985], [-123.1216569224988, 49.27635051124951]], ""type"": ""LineString""}";49.27683184045968, -123.12093804601517
150;1963-01-01;Cast Iron;"{""coordinates"": [[-123.11846762273333, 49.251524088112056], [-123.11831370243988, 49.25152226688959]], ""type"": ""LineString""}";49.25152317750082, -123.11839066258659
150;1963-01-01;Cast Iron;"{""coordinates"": [[-123.11828309303382, 49.251639865826796], [-123.11829105621922, 49.25153926406897]], ""type"": ""LineString""}";49.25158956494788, -123.11828707462652
450;1967-01-01;Steel;"{""coordinates"": [[-123.11452904064018, 49.25947515570399], [-123.11446368798714, 49.25947410506098]], ""type"": ""LineString""}";49.259474630382485, -123.11449636431365
200;1929-01-01;Cast Iron;"{""coordinates"": [[-123.03579383888449, 49.24242553772483], [-123.03500304193967, 49.24210199646128]], ""type"": ""LineString""}";49.24226376709305, -123.03539844041208
150;;Cast Iron;"{""coordinates"": [[-123.155324154458, 49.26294197118449], [-123.15497219479502, 49.26293574236737]], ""type"": ""LineString""}";49.26293885677593, -123.15514817462649
200;1974-01-01;Ductile Iron;"{""coordinates"": [[-123.12733806742395, 49.28951545173665], [-123.12734203598067, 49.28950789142358]], ""type"": ""LineString""}";49.289511671580115, -123.12734005170232
150;1964-01-01;Cast Iron;"{""coordinates"": [[-123.11525404047825, 49.25870373386825], [-123.11514215275044, 49.2587020823652]], ""type"": ""LineString""}";49.258702908116724, -123.11519809661434
150;1992-01-01;Ductile Iron;"{""coordinates"": [[-123.10908803716777, 49.24292254066162], [-123.10907143118537, 49.24293074200775]], ""type"": ""LineString""}";49.242926641334684, -123.10907973417656
600;1959-01-01;Steel;"{""coordinates"": [[-123.10925042589109, 49.2430449023576], [-123.10910148677627, 49.242915961436886]], ""type"": ""LineString""}";49.242980431897244, -123.10917595633369
150;1953-01-01;Cast Iron;"{""coordinates"": [[-123.13207004805388, 49.25726168474753], [-123.1315578793712, 49.25701876853984]], ""type"": ""LineString""}";49.257140226643685, -123.13181396371255
150;1931-01-01;Cast Iron;"{""coordinates"": [[-123.12900209254788, 49.25462013381861], [-123.12928568317602, 49.2544969421021], [-123.12880202481689, 49.253787147632245]], ""type"": ""LineString""}";49.254252288616705, -123.12907033248695
650;;<blank>;"{""coordinates"": [[-123.0616815582228, 49.250536482760296], [-123.06031791053388, 49.249968002878916]], ""type"": ""LineString""}";49.2502522428196, -123.06099973437833
100;;Cast Iron;"{""coordinates"": [[-123.08986079220364, 49.250138627981045], [-123.08784841055657, 49.25010647956134]], ""type"": ""LineString""}";49.25012255377119, -123.0888546013801
200;;Cast Iron;"{""coordinates"": [[-123.12892975738687, 49.27887745024585], [-123.12911457889618, 49.27899686182057]], ""type"": ""LineString""}";49.27893715603321, -123.12902216814152
150;1963-01-01;Cast Iron;"{""coordinates"": [[-123.1183246630357, 49.25061177686461], [-123.11832649150045, 49.25056041224634]], ""type"": ""LineString""}";49.25058609455547, -123.11832557726808
650;1913-01-01;Steel;"{""coordinates"": [[-123.13228876149826, 49.28802343876337], [-123.13112297280581, 49.28726667258165]], ""type"": ""LineString""}";49.287645055672506, -123.13170586715204
200;;Cast Iron;"{""coordinates"": [[-123.13225880121436, 49.28787586233229], [-123.13231532928154, 49.287838467666894]], ""type"": ""LineString""}";49.28785716499959, -123.13228706524795
150;1928-01-01;Cast Iron;"{""coordinates"": [[-123.1819659562583, 49.26259453042761], [-123.18196782880992, 49.262543101851456]], ""type"": ""LineString""}";49.262568816139535, -123.1819668925341
200;1994-01-01;Ductile Iron;"{""coordinates"": [[-123.04303507005616, 49.22934336574422], [-123.04294829132975, 49.22934302923411]], ""type"": ""LineString""}";49.229343197489165, -123.04299168069295
200;1947-01-01;Cast Iron;"{""coordinates"": [[-123.09063541173346, 49.23297251458938], [-123.09062716974438, 49.23297234115048]], ""type"": ""LineString""}";49.232972427869925, -123.0906312907389
200;1931-01-01;Cast Iron;"{""coordinates"": [[-123.13222560470177, 49.251875528079374], [-123.13245985216459, 49.25185951810571], [-123.13323272919351, 49.25182669636042], [-123.13323410332455, 49.25182669477575], [-123.13428611678745, 49.25186324774778]], ""type"": ""LineString""}";49.25184682733965, -123.13325563566791
200;1959-01-01;Cast Iron;"{""coordinates"": [[-123.03905732202347, 49.26567376633853], [-123.03905608414546, 49.26582947368037]], ""type"": ""LineString""}";49.26575162000945, -123.03905670308446
300;1948-01-01;Cast Iron;"{""coordinates"": [[-123.09724758120383, 49.24865909316382], [-123.09713922543773, 49.24865990393879]], ""type"": ""LineString""}";49.248659498551305, -123.09719340332077
200;1929-01-01;Cast Iron;"{""coordinates"": [[-123.09916926990692, 49.24565486036231], [-123.09991311367385, 49.24566526560825]], ""type"": ""LineString""}";49.24566006298528, -123.0995411917904
150;1964-01-01;Cast Iron;"{""coordinates"": [[-123.08181295051682, 49.25632517883615], [-123.08164183613516, 49.25632197164799]], ""type"": ""LineString""}";49.25632357524208, -123.08172739332599
150;1964-01-01;Cast Iron;"{""coordinates"": [[-123.08355693880836, 49.25635631350901], [-123.08346899618081, 49.25635412827237]], ""type"": ""LineString""}";49.25635522089069, -123.08351296749458
150;;Cast Iron;"{""coordinates"": [[-123.10288879226113, 49.263689883916236], [-123.10289808877349, 49.26346760409994]], ""type"": ""LineString""}";49.263578744008086, -123.1028934405173
150;;Cast Iron;"{""coordinates"": [[-123.11287428623721, 49.26303717820657], [-123.11289074335845, 49.2621898135505]], ""type"": ""LineString""}";49.26261349587853, -123.11288251479782
200;1975-01-01;Ductile Iron;"{""coordinates"": [[-123.07698448656332, 49.28326898977303], [-123.07692133763834, 49.283767373447894]], ""type"": ""LineString""}";49.28351818161046, -123.07695291210084
200;1972-01-01;Ductile Iron;"{""coordinates"": [[-123.11982960971852, 49.261143779755685], [-123.11983852424709, 49.260903202596346]], ""type"": ""LineString""}";49.26102349117602, -123.1198340669828
300;1963-01-01;Cast Iron;"{""coordinates"": [[-123.05657011853125, 49.288313899338405], [-123.05657466214475, 49.2877779921027]], ""type"": ""LineString""}";49.288045945720555, -123.056572390338
450;1913-01-01;Steel;"{""coordinates"": [[-123.12040916916041, 49.24117316359522], [-123.11871224884204, 49.241112249918075]], ""type"": ""LineString""}";49.24114270675665, -123.11956070900123
300;;Cast Iron;"{""coordinates"": [[-123.07745160200287, 49.26690062165963], [-123.07746355808113, 49.26633706435175]], ""type"": ""LineString""}";49.26661884300569, -123.077457580042
150;;Cast Iron;"{""coordinates"": [[-123.10295786066219, 49.26200598260066], [-123.10295505419936, 49.2621434498738]], ""type"": ""LineString""}";49.26207471623723, -123.10295645743078
300;;Ductile Iron;"{""coordinates"": [[-123.09053387785647, 49.229118360752736], [-123.0905358005431, 49.22905058896172]], ""type"": ""LineString""}";49.22908447485723, -123.09053483919979
450;1938-01-01;Steel;"{""coordinates"": [[-123.12030483868696, 49.28111838439671], [-123.12074369705905, 49.28083205984839]], ""type"": ""LineString""}";49.28097522212255, -123.12052426787301
150;1931-01-01;Cast Iron;"{""coordinates"": [[-123.11605540620766, 49.25327435340356], [-123.11605733141447, 49.25322217917841]], ""type"": ""LineString""}";49.25324826629098, -123.11605636881106
150;1930-01-01;Cast Iron;"{""coordinates"": [[-123.12006071971508, 49.25619993194934], [-123.1200658981779, 49.256068596380736]], ""type"": ""LineString""}";49.25613426416504, -123.12006330894651
200;1959-01-01;Cast Iron;"{""coordinates"": [[-123.12009807996516, 49.25965260764237], [-123.1201001880266, 49.259609482400776]], ""type"": ""LineString""}";49.25963104502158, -123.12009913399588
150;1975-01-01;Ductile Iron;"{""coordinates"": [[-123.119869711808, 49.261517174307436], [-123.11988689181777, 49.26151715648225]], ""type"": ""LineString""}";49.26151716539484, -123.11987830181289
200;1974-01-01;Ductile Iron;"{""coordinates"": [[-123.1282918925391, 49.29053244259857], [-123.12843749749177, 49.290436248474634]], ""type"": ""LineString""}";49.2904843455366, -123.12836469501543
300;1962-01-01;Cast Iron;"{""coordinates"": [[-123.08916083849402, 49.20839924333959], [-123.08915944049377, 49.208385301716554]], ""type"": ""LineString""}";49.20839227252807, -123.0891601394939
200;1945-01-01;Cast Iron;"{""coordinates"": [[-123.08915051807398, 49.20838620813258], [-123.08891167769063, 49.208406190864515]], ""type"": ""LineString""}";49.20839619949855, -123.0890310978823
200;1909-01-01;Cast Iron;"{""coordinates"": [[-123.1251847070462, 49.27862346945794], [-123.12522794783611, 49.27865094786465]], ""type"": ""LineString""}";49.27863720866129, -123.12520632744116
200;1909-01-01;Cast Iron;"{""coordinates"": [[-123.12367841571424, 49.277649941614804], [-123.12369618028265, 49.27766152638754]], ""type"": ""LineString""}";49.27765573400117, -123.12368729799844
150;1958-01-01;Cast Iron;"{""coordinates"": [[-123.11288011948228, 49.251089492060856], [-123.11270010166507, 49.251085628948466]], ""type"": ""LineString""}";49.25108756050466, -123.11279011057367
150;1997-01-01;Ductile Iron;"{""coordinates"": [[-123.06372594364706, 49.27659126062484], [-123.06372630034383, 49.27656933016896]], ""type"": ""LineString""}";49.2765802953969, -123.06372612199543
150;1909-01-01;Cast Iron;"{""coordinates"": [[-123.13656216618534, 49.26079422642188], [-123.13616260198683, 49.2607880685281]], ""type"": ""LineString""}";49.26079114747499, -123.13636238408608
200;1929-01-01;Cast Iron;"{""coordinates"": [[-123.13519435876673, 49.25486467715255], [-123.13519416680768, 49.25484470798638], [-123.13519321232334, 49.25479712438348], [-123.1351919832442, 49.25474963105369], [-123.13519032791649, 49.25470204827006], [-123.13518813689606, 49.25465455606505], [-123.1351856710383, 49.25460706418117], [-123.13518265550266, 49.25455957294001], [-123.13517922771125, 49.254512082180746], [-123.13517552508569, 49.254464591742526], [-123.13517127278618, 49.25441710194693], [-123.13516660850466, 49.254369711580175], [-123.13516153194752, 49.25432231269996], [-123.13515604314054, 49.25427491430139], [-123.13515012834291, 49.25422751640048], [-123.13514381503978, 49.254180118965], [-123.13513707599397, 49.25413281197904], [-123.13512993844498, 49.25408550545836], [-123.13512238865202, 49.25403819941901], [-123.13511819855725, 49.25401346745787]], ""type"": ""LineString""}";49.254438072128785, -123.1351674720739
300;1938-01-01;Cast Iron;"{""coordinates"": [[-123.12226913184536, 49.27981695081354], [-123.12236071607883, 49.279756343282706]], ""type"": ""LineString""}";49.27978664704813, -123.1223149239621
